INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,AREA_UNIQUE,AGE
1589,2010,140,2,2,4,Normal_sale,0,2006,House,NoSeWa,Gravel,I,7242250,Karapakkam,4
1874,2011,142,2,1,5,Adjland,1,2002,House,AllPub,Gravel,RL,14635980,Anna_Nagar,9
672,2008,18,1,1,2,Abnormal,0,1980,Others,NoSeWa,No Access,A,4456285,Adayar,28
1700,2013,131,1,1,4,Abnormal,0,1970,Others,NoSeWa,Gravel,RL,13342960,Anna_Nagar,43
1716,2009,157,1,1,4,Partial,0,1981,Commercial,AllPub,Gravel,RH,19151250,Anna_Nagar,28
736,2010,134,1,1,2,Adjland,0,1988,Commercial,AllPub,No Access,RH,8817800,Chrompet,22
1505,2011,83,2,1,4,Normal_sale,0,1993,Others,AllPub,Paved,I,8239330,Velachery,18
2300,2010,113,4,2,6,Abnormal,0,1971,Others,AllPub,Gravel,RH,12369320,KK_Nagar,39
1697,2006,107,2,1,4,Normal_sale,0,1993,Others,ELO,Gravel,C,8632400,Velachery,13
2178,2010,57,3,2,5,Partial,0,1968,House,NoSeWa,Gravel,RL,10917620,KK_Nagar,42
1549,2010,169,1,1,4,Normal_sale,0,1962,Commercial,ELO,Paved,RH,16686780,T_Nagar,48
927,2011,35,1,1,3,Family,0,1987,Commercial,NoSeWa,No Access,A,5644750,Karapakkam,24
1166,2009,36,1,1,3,Adjland,0,1976,Commercial,AllPub,Gravel,RM,14849300,Chrompet,33
1773,2008,87,2,1,4,Abnormal,0,2002,House,ELO,Paved,C,7840470,Velachery,6
2187,2009,175,3,2,5,Abnormal,1,1980,Commercial,NoSeWa,Gravel,RH,17735560,KK_Nagar,29
1574,2005,30,2,1,4,Abnormal,1,1988,Commercial,AllPub,Paved,RH,13737660,Velachery,17
2235,2012,74,4,2,6,Family,1,1973,Commercial,NoSeWa,Paved,RL,18257260,KK_Nagar,39
1030,2009,104,1,1,3,Normal_sale,1,1984,Commercial,NoSeWa,Paved,RL,13840875,Adayar,25
1270,2012,134,2,1,4,Family,0,1969,House,NoSeWa,Paved,RH,8572850,Chrompet,43
2369,2010,173,4,2,6,Normal_sale,1,1981,Commercial,NoSeWa,Paved,RM,19436960,KK_Nagar,29
1925,2010,49,2,1,5,Adjland,0,1997,Commercial,ELO,Gravel,RM,22499550,T_Nagar,13
1668,2014,40,1,1,4,Abnormal,0,1993,House,ELO,Paved,RH,10839370,Anna_Nagar,21
1668,2005,15,2,1,4,Partial,1,1965,Others,AllPub,Gravel,RH,10249920,Velachery,40
1435,2012,81,2,2,4,Abnormal,1,1997,Commercial,NoSeWa,Paved,I,10813000,Karapakkam,15
1816,2011,29,3,2,5,Normal_sale,0,1993,Others,NoSeWa,Paved,I,9423970,Velachery,18
2011,2009,193,3,2,5,Adjland,1,1986,Others,AllPub,Gravel,RL,12914980,KK_Nagar,23
1696,2010,35,2,1,4,Normal_sale,1,1999,House,NoSeWa,Paved,RH,9719120,KK_Nagar,11
813,2013,103,1,1,3,Adjland,1,1968,House,ELO,Gravel,RM,9512350,Chrompet,45
1961,2011,197,3,2,5,Normal_sale,1,1981,Others,NoSeWa,Paved,RM,12616740,KK_Nagar,30
2298,2011,106,4,2,6,Normal_sale,0,1993,Others,NoSeWa,Paved,RM,12631140,KK_Nagar,18
1930,2010,158,2,1,5,Partial,0,1990,Commercial,NoSeWa,No Access,RM,20695180,Anna_Nagar,20
642,2008,72,1,1,2,Abnormal,1,1976,House,NoSeWa,Gravel,RH,8121150,Adayar,32
1066,2009,120,1,1,3,Family,0,1984,Commercial,AllPub,No Access,RH,11205450,Chrompet,25
1673,2007,120,1,1,4,Adjland,1,1971,Others,ELO,Gravel,RM,14702890,Anna_Nagar,36
1829,2014,24,2,1,5,Family,1,2004,House,NoSeWa,No Access,RM,13177330,Anna_Nagar,10
616,2011,84,1,1,2,Abnormal,0,2000,Commercial,ELO,Gravel,RH,6805500,Karapakkam,11
713,2006,60,1,1,2,Adjland,0,1981,Others,NoSeWa,Gravel,I,7148255,Adayar,25
838,2006,31,1,1,3,Abnormal,0,1968,Others,NoSeWa,Gravel,RL,8371810,Chrompet,38
1840,2013,48,2,1,5,Normal_sale,1,1985,Others,ELO,No Access,RL,13802880,Anna_Nagar,28
876,2008,99,1,1,3,Adjland,1,1991,Others,ELO,No Access,I,7945255,Adayar,17
1637,2004,100,2,1,4,Partial,0,1984,Others,NoSeWa,Paved,I,8621960,Velachery,20
1299,2009,104,2,1,4,Normal_sale,1,2005,House,NoSeWa,Gravel,RM,11845200,Chrompet,4
1160,2011,52,1,1,3,Family,0,2002,Commercial,NoSeWa,Paved,RL,9516250,Karapakkam,9
1496,2011,60,2,2,4,Normal_sale,1,1996,House,AllPub,Paved,RM,9789500,Karapakkam,15
911,2007,125,1,1,3,Partial,1,1981,Others,ELO,Paved,RH,8383570,Chrompet,26
1763,2011,93,1,1,4,Partial,1,1984,House,AllPub,Paved,RH,12136090,T_Nagar,27
858,2011,96,1,1,3,Abnormal,1,1979,Others,ELO,Gravel,RH,8905710,Chrompet,32
1920,2005,192,3,2,5,Adjland,0,2005,Others,NoSeWa,No Access,I,8905640,Velachery,0
672,2009,34,1,1,2,Normal_sale,1,1985,House,NoSeWa,No Access,RH,5623500,Karapakkam,24
912,2007,90,1,1,3,Normal_sale,1,2004,Others,NoSeWa,Gravel,RL,9962690,Chrompet,3
1993,2010,15,2,1,5,Family,1,1967,House,ELO,Paved,RL,13575070,Anna_Nagar,43
1459,2010,126,2,2,4,Partial,1,1969,Commercial,AllPub,Paved,A,9605500,Karapakkam,41
1889,2009,78,3,2,5,Normal_sale,1,1986,House,NoSeWa,Paved,A,8941450,Velachery,23
1155,2014,99,1,1,3,Abnormal,1,1973,House,NoSeWa,No Access,RM,9784500,Chrompet,41
1972,2008,194,3,2,5,Family,0,1993,House,NoSeWa,No Access,RM,10282630,Velachery,15
1661,2010,143,1,1,4,Adjland,1,2004,Commercial,NoSeWa,No Access,RH,18792260,Anna_Nagar,6
962,2008,20,1,1,3,Adjland,1,1962,Commercial,NoSeWa,Paved,RH,12288650,Chrompet,46
909,2010,125,1,1,3,Family,0,1979,Others,NoSeWa,Paved,RH,5844625,Karapakkam,31
1930,2006,140,3,2,5,Adjland,0,1995,Others,ELO,Gravel,RM,11853530,Velachery,11
1639,2010,153,1,1,4,Abnormal,0,1975,Commercial,NoSeWa,Gravel,RH,17976550,Anna_Nagar,35
502,2011,59,1,1,2,Normal_sale,0,1994,Commercial,NoSeWa,Paved,I,5358500,Karapakkam,17
1511,2005,74,2,1,4,Normal_sale,1,1998,House,ELO,Gravel,RL,10369970,Velachery,7
873,2010,11,1,1,3,Abnormal,1,1974,Commercial,NoSeWa,Paved,RL,12590580,Adayar,36
2155,2008,151,3,2,5,Normal_sale,0,1991,House,AllPub,Gravel,RL,11217480,KK_Nagar,17
647,2007,28,1,1,2,Adjland,1,1970,House,NoSeWa,Paved,I,7204440,Adayar,37
2251,2011,156,4,2,6,Adjland,1,1983,House,AllPub,Paved,RM,12992320,KK_Nagar,28
670,2010,19,1,1,2,Adjland,1,1998,House,ELO,No Access,C,4513000,Karapakkam,12
1021,2014,14,1,1,3,Normal_sale,1,2003,Commercial,NoSeWa,No Access,RL,12605100,Chrompet,11
882,2010,173,1,1,2,Partial,0,1978,Commercial,NoSeWa,No Access,C,5447000,Karapakkam,32
1573,2007,121,2,1,4,Adjland,0,1989,House,NoSeWa,No Access,RH,8024600,Velachery,18
1979,2014,83,2,1,5,Normal_sale,0,2002,Commercial,NoSeWa,No Access,RH,20203750,Anna_Nagar,12
1347,2012,94,2,2,4,Partial,0,1999,House,NoSeWa,No Access,RL,6374000,Karapakkam,13
1760,2008,173,1,1,4,Family,1,1986,Commercial,ELO,Paved,RH,19430380,T_Nagar,22
1037,2009,127,1,1,3,Family,1,1973,House,NoSeWa,Paved,RM,9966200,Chrompet,36
1365,2010,108,2,2,4,Family,1,2006,Others,AllPub,Paved,C,7729875,Karapakkam,4
1179,2011,81,1,1,3,Normal_sale,0,1999,Commercial,NoSeWa,No Access,RM,10175500,Karapakkam,12
1514,2010,181,1,1,4,Partial,1,1979,Others,ELO,Paved,RH,11978250,Anna_Nagar,31
878,2013,165,1,1,3,Family,0,2005,Others,NoSeWa,Gravel,RM,8960460,Chrompet,8
1571,2008,138,1,1,4,Normal_sale,0,1967,Commercial,ELO,Paved,RL,17542930,Anna_Nagar,41
1502,2007,185,2,1,4,Family,0,1999,Others,ELO,Paved,I,7489210,Velachery,8
1737,2007,107,2,1,4,Normal_sale,0,1994,Others,NoSeWa,No Access,A,7688390,Velachery,13
1584,2010,85,2,2,4,Adjland,1,1992,House,NoSeWa,Paved,A,6972000,Karapakkam,18
1658,2008,17,1,1,4,Family,0,1988,Others,ELO,Paved,RM,12547180,Anna_Nagar,20
871,2010,187,1,1,2,Normal_sale,0,1981,Others,ELO,No Access,RM,6491375,Karapakkam,29
1741,2009,160,1,1,4,Adjland,0,1972,Commercial,NoSeWa,Gravel,RM,20560910,Anna_Nagar,37
2497,2009,197,4,2,6,Normal_sale,1,1988,Others,AllPub,Gravel,RL,14367780,KK_Nagar,21
1265,2011,55,1,1,3,Abnormal,0,2004,House,NoSeWa,No Access,RL,6927750,Karapakkam,7
1838,2011,68,3,2,5,Adjland,0,2000,Others,ELO,Gravel,I,9660660,Velachery,11
1288,2008,64,2,2,4,Abnormal,0,1957,House,AllPub,Gravel,RL,10621695,Adayar,51
1738,2012,19,1,1,4,Partial,0,1998,Others,AllPub,Paved,RM,13104880,Anna_Nagar,14
1010,2010,197,1,1,3,Normal_sale,1,1973,Commercial,NoSeWa,No Access,A,6787250,Karapakkam,37
909,2011,0,1,1,3,Abnormal,0,1994,Commercial,AllPub,Paved,A,9812105,Adayar,17
1635,2006,35,2,1,4,Adjland,1,1973,Commercial,ELO,No Access,RH,13836800,Velachery,33
945,2012,22,1,1,3,Adjland,0,1976,House,NoSeWa,Paved,C,4941000,Karapakkam,36
1358,2010,128,2,1,4,Abnormal,0,1992,Others,NoSeWa,Gravel,RL,9324040,KK_Nagar,18
1207,2010,56,2,1,4,Abnormal,0,1983,Others,AllPub,Paved,RH,8929340,Chrompet,27
1892,2011,123,2,1,5,Family,0,1999,Others,AllPub,No Access,RH,13082710,Anna_Nagar,12
1296,2010,39,2,2,4,Abnormal,1,1974,Others,AllPub,No Access,RM,11651505,Adayar,36
1012,2011,63,1,1,3,Abnormal,1,1968,House,NoSeWa,Paved,RH,8331850,Chrompet,43
733,2008,156,1,1,2,Adjland,0,2001,House,AllPub,Gravel,RH,7319850,Chrompet,7
1587,2004,85,2,1,4,Normal_sale,0,1987,Others,ELO,Paved,C,7299610,Velachery,17
830,2013,176,1,1,3,Abnormal,1,1982,Commercial,NoSeWa,Paved,RM,11842250,Chrompet,31
1665,2004,91,2,1,4,Partial,0,1980,House,NoSeWa,No Access,RH,7516880,Velachery,24
1003,2009,49,1,1,3,Adjland,1,1975,Commercial,ELO,Gravel,C,12344390,Adayar,34
1118,2013,77,1,1,3,Adjland,0,1994,House,AllPub,Gravel,RH,8688350,Chrompet,19
889,2010,119,1,1,3,Normal_sale,1,1997,Commercial,NoSeWa,Paved,RH,11546650,Chrompet,13
2236,2009,99,4,2,6,Normal_sale,1,1991,Others,NoSeWa,Paved,RL,12734420,KK_Nagar,18
2113,2008,158,3,2,5,Partial,0,1999,Commercial,NoSeWa,Gravel,RH,16129140,KK_Nagar,9
1843,2014,168,2,1,5,Adjland,0,1986,Commercial,ELO,Gravel,RL,20889760,T_Nagar,28
1545,2006,58,1,1,4,Family,0,1960,Commercial,AllPub,No Access,RL,16838870,T_Nagar,46
1511,2008,4,1,1,4,Abnormal,0,1991,Others,NoSeWa,Gravel,RL,12703130,T_Nagar,17
1104,2007,67,1,1,3,Partial,0,1979,Others,NoSeWa,No Access,RL,8265980,Chrompet,28
771,2011,32,1,1,2,Adjland,0,1974,House,AllPub,No Access,RM,8358575,Adayar,37
853,2012,50,1,1,3,Normal_sale,1,1976,Commercial,NoSeWa,No Access,RL,11278550,Chrompet,36
948,2011,61,1,1,3,Abnormal,1,1978,House,AllPub,Gravel,A,7168585,Adayar,33
823,2011,197,1,1,3,Family,1,1993,House,NoSeWa,Paved,RH,7791750,Chrompet,18
1792,2009,44,1,1,4,Normal_sale,1,2006,Others,NoSeWa,Paved,RM,14993670,T_Nagar,3
871,2012,1,1,1,3,Normal_sale,1,2006,Others,ELO,Paved,RL,8742520,Chrompet,6
1644,2006,75,2,1,4,Adjland,1,1963,House,AllPub,No Access,A,7866010,Velachery,43
1081,2011,18,1,1,3,Family,1,2003,House,NoSeWa,Paved,RH,8847900,Chrompet,8
1138,2006,50,1,1,3,Abnormal,1,1960,Others,NoSeWa,Gravel,RH,10032310,Chrompet,46
1886,2011,52,2,1,5,Partial,1,2003,Commercial,ELO,No Access,RH,20007810,Anna_Nagar,8
2207,2011,39,3,2,5,Family,0,1979,House,NoSeWa,Gravel,RH,10327100,KK_Nagar,32
1678,2009,183,2,1,4,Family,0,2000,Commercial,AllPub,Paved,RH,13239280,KK_Nagar,9
886,2008,6,1,1,3,Adjland,1,1969,Commercial,NoSeWa,Gravel,RM,13510550,Chrompet,39
1691,2011,108,1,1,4,Abnormal,0,1968,Commercial,NoSeWa,Paved,RH,18132160,Anna_Nagar,43
1827,2009,134,2,1,5,Adjland,0,1993,House,ELO,Gravel,RH,12184280,Anna_Nagar,16
922,2011,182,1,1,3,Partial,1,1997,Commercial,NoSeWa,Paved,A,6660500,Karapakkam,14
870,2007,171,1,1,3,Family,1,1961,House,NoSeWa,No Access,RM,8169350,Chrompet,46
1085,2009,92,1,1,3,Abnormal,0,1965,Commercial,NoSeWa,Paved,RM,12732500,Chrompet,44
601,2010,176,1,1,2,Family,0,2005,House,NoSeWa,Paved,RH,6059870,Adayar,5
1005,2014,120,1,1,3,Abnormal,1,2002,Others,NoSeWa,No Access,RH,8536600,Chrompet,12
1554,2009,121,2,1,4,Abnormal,0,1973,House,ELO,Gravel,I,8359690,Velachery,36
1783,2010,104,2,1,4,Adjland,1,1969,Others,AllPub,Paved,RL,11793060,Velachery,41
1214,2013,185,2,1,4,Family,0,2003,Commercial,NoSeWa,Paved,RH,12840250,Chrompet,10
1743,2006,6,2,1,4,Adjland,1,1960,Others,NoSeWa,Gravel,A,9392380,Velachery,46
1848,2013,15,2,1,5,Abnormal,1,1980,House,AllPub,Gravel,RL,14328620,T_Nagar,33
1790,2014,175,1,1,4,Family,1,1969,Others,NoSeWa,No Access,RM,13715380,T_Nagar,45
927,2011,24,1,1,3,Normal_sale,0,1984,Commercial,NoSeWa,Paved,RL,11316450,Chrompet,27
1088,2015,193,1,1,3,Partial,0,1993,House,NoSeWa,Paved,RH,7525650,Chrompet,22
1754,2012,200,1,1,4,Abnormal,1,1989,Others,NoSeWa,Gravel,RH,14008530,T_Nagar,23
1097,2008,110,1,1,3,Normal_sale,0,1970,House,AllPub,Paved,RM,9349850,Chrompet,38
1295,2010,39,2,2,4,Partial,0,1985,House,ELO,Gravel,A,7527770,Adayar,25
1832,2014,46,2,1,5,Normal_sale,0,1974,Commercial,ELO,Gravel,RL,20686670,Anna_Nagar,40
724,2014,97,1,1,2,Adjland,1,1965,House,AllPub,Paved,RH,8052400,Chrompet,49
1582,2009,108,2,1,4,Family,1,2003,House,NoSeWa,Paved,RL,9866820,KK_Nagar,6
1112,2012,37,1,1,3,Family,0,1992,House,NoSeWa,Paved,A,6076595,Adayar,20
1678,2010,72,2,2,4,Adjland,1,1961,House,NoSeWa,No Access,C,7001750,Karapakkam,49
806,2009,54,1,1,2,Partial,1,1972,Commercial,AllPub,No Access,A,5468500,Karapakkam,37
1503,2005,154,2,1,4,Abnormal,0,1982,Commercial,AllPub,No Access,RH,12089360,Velachery,23
839,2009,175,1,1,2,Family,0,1997,Commercial,NoSeWa,Paved,C,6179750,Karapakkam,12
760,2014,92,1,1,2,Abnormal,0,1989,House,NoSeWa,Gravel,RM,8523750,Chrompet,25
1640,2008,15,2,1,4,Family,1,1993,House,NoSeWa,Gravel,RH,9975260,Velachery,15
896,2012,72,1,1,3,Family,1,1963,Others,NoSeWa,Paved,RH,6934500,Karapakkam,49
1409,2010,191,2,2,4,Family,1,2001,Others,NoSeWa,Paved,RH,8826875,Karapakkam,9
1633,2011,93,2,1,4,Normal_sale,0,1987,Others,NoSeWa,Paved,RL,9751820,KK_Nagar,24
1139,2013,171,1,1,3,Adjland,1,2002,Commercial,NoSeWa,Paved,RL,14441850,Chrompet,11
1101,2007,189,1,1,3,Adjland,1,1999,Commercial,NoSeWa,No Access,RM,13641050,Chrompet,8
2396,2009,109,4,2,6,Partial,1,1969,House,NoSeWa,Paved,RM,12728180,KK_Nagar,40
1119,2007,8,1,1,3,Family,1,1978,House,NoSeWa,Gravel,RM,10386800,Chrompet,29
1886,2010,158,2,1,5,Normal_sale,1,1971,House,AllPub,Gravel,RH,13952630,T_Nagar,39
1655,2004,115,2,1,4,Partial,1,2002,Commercial,ELO,No Access,RH,13723030,Velachery,2
622,2009,185,1,1,2,Normal_sale,1,1957,House,ELO,Paved,RH,6034000,Karapakkam,52
1647,2008,62,2,1,4,Normal_sale,0,1977,House,ELO,No Access,I,6866800,Velachery,31
1239,2010,79,2,2,4,Adjland,0,1998,Others,ELO,No Access,RL,10009165,Adayar,12
1471,2011,19,2,1,4,Normal_sale,1,1988,Others,NoSeWa,Gravel,RM,11350880,KK_Nagar,23
1191,2010,112,1,1,3,Partial,1,1995,Commercial,NoSeWa,Paved,RH,13752850,Chrompet,15
1061,2013,103,1,1,3,Normal_sale,1,2004,Others,ELO,Paved,RM,10074070,Chrompet,9
1911,2011,148,3,2,5,Family,0,1964,House,AllPub,Paved,RM,10574160,KK_Nagar,47
1626,2005,63,2,1,4,Partial,1,2002,Others,NoSeWa,No Access,RH,9000960,Velachery,3
1262,2012,107,2,1,4,Abnormal,0,1952,Commercial,AllPub,Paved,RH,13214700,Chrompet,60
1261,2010,57,2,1,4,Adjland,1,1979,House,NoSeWa,Gravel,RL,11037750,Chrompet,31
1015,2012,134,1,1,3,Family,0,1993,Others,NoSeWa,Gravel,RL,9168900,Chrompet,19
1195,2012,192,1,1,3,Abnormal,1,1994,Commercial,AllPub,Paved,RL,14168750,Chrompet,18
800,2008,15,1,1,2,Family,1,1995,Others,ELO,Paved,RH,7959100,Chrompet,13
1873,2007,184,3,2,5,Abnormal,1,1984,Commercial,ELO,No Access,RL,15421030,Velachery,23
2207,2011,45,3,2,5,Partial,0,2000,House,AllPub,Gravel,RH,10698900,KK_Nagar,11
1732,2012,72,2,1,4,Abnormal,0,1963,Commercial,NoSeWa,Paved,RH,13955470,Velachery,49
961,2011,110,1,1,3,Normal_sale,1,1993,Commercial,NoSeWa,Paved,RL,12661850,Chrompet,18
724,2009,132,1,1,2,Normal_sale,1,1971,Commercial,AllPub,Paved,RH,10529400,Chrompet,38
1875,2011,165,3,2,5,Abnormal,0,1990,Commercial,NoSeWa,No Access,RL,15062480,Velachery,21
926,2011,175,1,1,3,Abnormal,0,1994,Commercial,NoSeWa,Paved,RM,12310870,Adayar,17
1994,2012,68,2,1,5,Partial,1,1986,House,NoSeWa,Gravel,RM,15147490,Anna_Nagar,26
1061,2011,177,1,1,3,Family,0,1989,Others,AllPub,Gravel,RL,9400670,Chrompet,22
1803,2011,77,2,1,5,Adjland,1,1980,House,NoSeWa,Paved,RH,12827720,Anna_Nagar,31
978,2007,187,1,1,3,Family,0,1975,House,NoSeWa,No Access,RH,6803175,Adayar,32
1914,2012,105,2,1,5,Partial,1,1992,House,ELO,No Access,RM,13409070,T_Nagar,20
1668,2006,167,2,1,4,Normal_sale,0,1968,Others,NoSeWa,Paved,I,9034940,Velachery,38
1205,2010,106,2,2,4,Family,0,1957,Commercial,NoSeWa,Paved,RL,14279490,Adayar,53
806,2014,137,1,1,3,Family,1,1973,House,NoSeWa,Gravel,RH,7778900,Chrompet,41
1545,2009,157,2,1,4,Family,1,2008,Others,ELO,Gravel,I,9674790,Velachery,1
1045,2011,90,1,1,3,Family,0,1992,Commercial,NoSeWa,Gravel,RM,13520850,Chrompet,19
1951,2011,122,2,1,5,Normal_sale,1,1987,Others,ELO,No Access,RH,13576610,T_Nagar,24
2352,2012,145,4,2,6,Family,1,1991,Others,NoSeWa,Gravel,RM,14404780,KK_Nagar,21
1114,2013,64,1,1,3,Family,1,2005,House,NoSeWa,Gravel,RL,9738300,Chrompet,8
1890,2011,54,2,1,5,Abnormal,1,1994,House,NoSeWa,Gravel,RH,13383450,Anna_Nagar,17
1527,2010,17,2,1,4,Family,0,1970,Commercial,AllPub,No Access,RH,12148390,Velachery,40
1206,2009,142,2,2,4,Family,1,1972,Others,NoSeWa,No Access,I,9378105,Adayar,37
1231,2011,23,2,1,4,Family,1,1975,House,NoSeWa,No Access,RL,9540150,Chrompet,36
1266,2011,0,1,1,3,Partial,1,1984,House,NoSeWa,No Access,RH,6801500,Karapakkam,27
1977,2004,93,3,2,5,Normal_sale,0,1992,House,ELO,No Access,I,7829240,Velachery,12
1915,2010,4,2,1,5,Family,1,1970,House,ELO,No Access,RM,13464510,T_Nagar,40
1295,2007,126,2,1,4,Partial,1,1990,Others,NoSeWa,Gravel,RM,11553400,Chrompet,17
749,2009,55,1,1,2,Abnormal,0,1977,Commercial,NoSeWa,No Access,RL,9544150,Chrompet,32
851,2009,0,1,1,3,Abnormal,1,1973,Others,ELO,Gravel,RM,10199620,Chrompet,36
1451,2011,32,2,2,4,Partial,0,1985,House,NoSeWa,No Access,I,5489750,Karapakkam,26
2470,2010,70,4,2,6,Family,0,1958,House,AllPub,Paved,RL,11632500,KK_Nagar,52
935,2014,78,1,1,3,Partial,0,1981,Commercial,AllPub,No Access,RL,11056500,Chrompet,33
1984,2010,191,2,1,5,Partial,0,1989,Commercial,NoSeWa,Gravel,RH,20654230,Anna_Nagar,21
1818,2008,111,2,1,5,Adjland,0,1994,Others,AllPub,Gravel,RM,15025660,Anna_Nagar,14
1741,2007,109,2,1,4,Adjland,0,2003,Others,NoSeWa,No Access,RM,10991250,Velachery,4
1065,2010,127,1,1,3,Adjland,0,1991,Others,NoSeWa,Paved,RL,8934000,Chrompet,19
858,2007,129,1,1,3,Adjland,0,1968,Commercial,NoSeWa,Gravel,RL,11597500,Chrompet,39
702,2013,14,1,1,2,Abnormal,0,1993,House,AllPub,Paved,RH,6437350,Chrompet,20
613,2010,27,1,1,2,Normal_sale,0,1975,House,AllPub,Gravel,A,4004250,Karapakkam,35
2047,2009,122,3,2,5,Family,0,2002,Others,NoSeWa,Gravel,RM,12402500,KK_Nagar,7
1579,2011,94,1,1,4,Family,1,1986,Commercial,AllPub,Gravel,RL,19124310,T_Nagar,25
988,2006,53,1,1,3,Family,1,1998,Commercial,AllPub,Paved,RH,12019650,Chrompet,8
1667,2006,60,1,1,4,Partial,1,1995,Others,NoSeWa,No Access,RM,13476000,T_Nagar,11
1733,2006,0,2,1,4,Abnormal,0,1967,Commercial,NoSeWa,No Access,A,11011880,Velachery,39
1106,2007,139,1,1,3,Family,1,1967,House,ELO,Gravel,RH,9006900,Chrompet,40
1055,2010,138,1,1,3,Abnormal,1,1966,House,NoSeWa,No Access,RL,8799000,Chrompet,44
809,2007,37,1,1,3,Abnormal,0,2002,House,AllPub,Paved,RL,7347950,Chrompet,5
1095,2009,131,1,1,3,Partial,1,1993,Others,AllPub,Gravel,RM,11301650,Chrompet,16
1477,2011,47,2,2,4,Adjland,0,2004,House,ELO,Paved,RH,7685250,Karapakkam,7
1819,2011,190,3,2,5,Partial,0,2000,Others,NoSeWa,Paved,C,8380250,Velachery,11
1599,2012,29,1,1,4,Normal_sale,0,2002,House,ELO,Gravel,RL,11391530,Anna_Nagar,10
941,2011,34,1,1,3,Adjland,0,1987,Others,NoSeWa,Gravel,RM,9696120,Chrompet,24
1198,2008,113,1,1,3,Abnormal,0,1979,House,NoSeWa,Paved,RM,9020650,Chrompet,29
1023,2008,8,1,1,3,Adjland,0,1996,Others,AllPub,Paved,I,8847850,Adayar,12
774,2010,78,1,1,2,Normal_sale,0,1992,House,ELO,Gravel,C,4577750,Karapakkam,18
1032,2006,153,1,1,3,Normal_sale,0,1999,Commercial,NoSeWa,Gravel,RH,11679950,Chrompet,7
889,2014,149,1,1,3,Abnormal,1,1995,Others,NoSeWa,Gravel,RM,10010430,Chrompet,19
974,2010,97,1,1,3,Partial,0,1979,House,NoSeWa,Paved,RL,5890500,Karapakkam,31
931,2010,86,1,1,3,Family,0,1986,House,ELO,Paved,I,5146250,Karapakkam,24
659,2006,110,1,1,2,Family,1,1981,House,AllPub,Gravel,RH,7945975,Adayar,25
2120,2011,143,3,2,5,Partial,1,1981,Commercial,AllPub,Gravel,RM,18604220,KK_Nagar,30
843,2007,142,1,1,3,Family,0,1984,Others,NoSeWa,No Access,RL,7358760,Chrompet,23
1053,2013,121,1,1,3,Family,1,1988,House,NoSeWa,No Access,RH,7819750,Chrompet,25
1596,2011,87,2,1,4,Partial,0,2004,Commercial,ELO,Gravel,C,12536520,Velachery,7
1368,2012,108,2,2,4,Normal_sale,0,1996,House,AllPub,No Access,I,5430500,Karapakkam,16
1285,2013,40,2,1,4,Abnormal,0,1995,Others,NoSeWa,No Access,RL,9317950,Chrompet,18
1501,2011,156,2,2,4,Normal_sale,1,2004,House,NoSeWa,Gravel,C,7730750,Karapakkam,7
1117,2007,133,1,1,3,Normal_sale,1,1998,House,NoSeWa,No Access,RM,9871100,Chrompet,9
1561,2011,142,1,1,4,Abnormal,0,2001,House,NoSeWa,Paved,RL,11325590,Anna_Nagar,10
792,2010,183,1,1,2,Family,0,2001,Others,ELO,Gravel,C,4315500,Karapakkam,9
1965,2007,156,2,1,5,Partial,0,1997,Commercial,NoSeWa,Gravel,RM,22217590,Anna_Nagar,10
1414,2008,9,2,1,4,Normal_sale,1,1969,Others,NoSeWa,Gravel,RH,10332200,KK_Nagar,39
704,2013,127,1,1,2,Partial,1,1991,Others,NoSeWa,No Access,RM,7769980,Chrompet,22
1115,2007,39,1,1,3,Partial,0,1969,Commercial,NoSeWa,Paved,RL,12181500,Chrompet,38
919,2009,34,1,1,3,Adjland,0,1988,Commercial,AllPub,Paved,RH,11336600,Chrompet,21
2065,2010,29,3,2,5,Adjland,1,1964,House,AllPub,Gravel,RM,13033360,KK_Nagar,46
1625,2007,181,2,1,4,Adjland,0,1999,Commercial,AllPub,Paved,RH,14197950,Velachery,8
537,2009,186,1,1,2,Partial,1,1979,House,NoSeWa,Paved,RH,5332000,Karapakkam,30
1544,2008,197,1,1,4,Normal_sale,0,1986,House,AllPub,No Access,RM,11566670,T_Nagar,22
1101,2014,78,1,1,3,Family,1,1979,Commercial,NoSeWa,Paved,RL,13675700,Chrompet,35
1230,2011,93,1,1,3,Family,0,1980,Others,ELO,Paved,A,5436000,Karapakkam,31
956,2010,79,1,1,3,Normal_sale,1,2005,Commercial,NoSeWa,Paved,C,7686250,Karapakkam,5
552,2011,49,1,1,2,Adjland,1,1994,Others,ELO,Paved,C,5254250,Karapakkam,17
925,2011,50,1,1,3,Normal_sale,1,2003,Others,NoSeWa,No Access,RL,8583250,Chrompet,8
1822,2012,122,2,1,5,Adjland,1,1991,House,NoSeWa,Gravel,RM,14727220,Anna_Nagar,21
2016,2011,31,3,2,5,Adjland,0,1988,House,NoSeWa,Gravel,RL,11374960,KK_Nagar,23
779,2009,98,1,1,2,Adjland,0,1992,Others,AllPub,Gravel,A,6146755,Adayar,17
